"","1","2","3","4","5","6","7","8","9","10"
"account",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00208887200911508,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.0675320407492606
"cant",0.000180962721679334,0.000196618167518679,0.0276347408170271,0.000189897455374098,0.000154178230033919,0.0145526410348545,0.000169894665307509,0.00542337298810357,0.00185622679716504,0.000164311534669734
"complet",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.011981100236247,0.000164311534669734
"confirm",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00398784656285606,0.000154178230033919,0.000179662234998203,0.00526673462453279,0.000174947515745277,0.000168747890651367,0.000164311534669734
"enter",0.000180962721679334,0.00216279984270547,0.00703741846893237,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"error",0.000180962721679334,0.000196618167518679,0.00360453141091658,0.000189897455374098,0.00169596053037311,0.000179662234998203,0.0120625212368332,0.00192442267319804,0.000168747890651367,0.00180742688136707
"even",0.000180962721679334,0.00216279984270547,0.00017164435290079,0.00208887200911508,0.000154178230033919,0.000179662234998203,0.00526673462453279,0.00717284814555633,0.0440431994600067,0.000164311534669734
"first",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.01158374477782,0.000154178230033919,0.00377290693496227,0.000169894665307509,0.00192442267319804,0.000168747890651367,0.000164311534669734
"forgo",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0018688413183826,0.000174947515745277,0.000168747890651367,0.000164311534669734
"free",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0885151206252124,0.000174947515745277,0.000168747890651367,0.000164311534669734
"get",0.000180962721679334,0.000196618167518679,0.0722622725712324,0.000189897455374098,0.00632130743139069,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.00837988826815643
"googl",0.000180962721679334,0.0296893432953205,0.00017164435290079,0.000189897455374098,0.0186555658341042,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.0182385803483404
"got",0.0436120159247195,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0035677879714577,0.00192442267319804,0.000168747890651367,0.000164311534669734
"info",0.000180962721679334,0.000196618167518679,0.00188808788190869,0.000189897455374098,0.000154178230033919,0.00377290693496227,0.00866462793068297,0.000174947515745277,0.000168747890651367,0.000164311534669734
"isnt",0.000180962721679334,0.000196618167518679,0.00188808788190869,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0120625212368332,0.000174947515745277,0.000168747890651367,0.000164311534669734
"made",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0103635745837581,0.000174947515745277,0.000168747890651367,0.000164311534669734
"new",0.0273253709735794,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"pay",0.0291349981903728,0.000196618167518679,0.00188808788190869,0.00398784656285606,0.000154178230033919,0.000179662234998203,0.00696568127760789,0.00367389783065081,0.000168747890651367,0.000164311534669734
"say",0.000180962721679334,0.000196618167518679,0.0104703055269482,0.000189897455374098,0.057200123342584,0.000179662234998203,0.0103635745837581,0.000174947515745277,0.000168747890651367,0.000164311534669734
"servic",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.0720445562342795,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"sign",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.0823200788695367
"subscrib",0.00380021715526602,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.0864175350341358,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"subscript",0.000180962721679334,0.00412898151789225,0.00017164435290079,0.000189897455374098,0.166666666666667,0.000179662234998203,0.00526673462453279,0.000174947515745277,0.000168747890651367,0.000164311534669734
"suscrib",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0018688413183826,0.000174947515745277,0.000168747890651367,0.000164311534669734
"today",0.00199058993847267,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0018688413183826,0.000174947515745277,0.000168747890651367,0.00180742688136707
"tri",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.0386987357385137,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.0543871179756819
"trial",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.0032377428307123,0.000179662234998203,0.081719334012912,0.000174947515745277,0.000168747890651367,0.000164311534669734
"work",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.0235357527847646,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.128327308577062
"yesterday",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00354370570367871,0.000164311534669734
"brows",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00778579567033801,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"decid",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.000164311534669734
"ever",0.000180962721679334,0.000196618167518679,0.00532097493992448,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0018688413183826,0.0089223233030091,0.000168747890651367,0.000164311534669734
"give",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.0153816938853019,0.00169596053037311,0.000179662234998203,0.0120625212368332,0.000174947515745277,0.000168747890651367,0.000164311534669734
"instead",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.0153816938853019,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"let",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.00632130743139069,0.000179662234998203,0.0256540944614339,0.000174947515745277,0.000168747890651367,0.000164311534669734
"month",0.0164676076728194,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00354370570367871,0.000164311534669734
"someth",0.000180962721679334,0.000196618167518679,0.00188808788190869,0.000189897455374098,0.0032377428307123,0.000179662234998203,0.0035677879714577,0.00192442267319804,0.000168747890651367,0.000164311534669734
"valid",0.00560984437205935,0.000196618167518679,0.00532097493992448,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"will",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00398784656285606,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0684044786564031,0.000168747890651367,0.000164311534669734
"ask",0.000180962721679334,0.000196618167518679,0.00532097493992448,0.000189897455374098,0.0494912118408881,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.000164311534669734
"click",0.000180962721679334,0.000196618167518679,0.0156196361139718,0.000189897455374098,0.0032377428307123,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.00345054222806441
"gone",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.00367389783065081,0.000168747890651367,0.000164311534669734
"ive",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.00169596053037311,0.000179662234998203,0.00526673462453279,0.000174947515745277,0.0102936213297334,0.000164311534669734
"payment",0.000180962721679334,0.000196618167518679,0.0121867490559561,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"renew",0.00199058993847267,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.143539932161579,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"still",0.000180962721679334,0.0257569799449469,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.00542337298810357,0.000168747890651367,0.000164311534669734
"suppos",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.000164311534669734
"that",0.000180962721679334,0.000196618167518679,0.00360453141091658,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.00526673462453279,0.0089223233030091,0.000168747890651367,0.000164311534669734
"wont",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.00632130743139069,0.000179662234998203,0.027353041114509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"answer",0.00199058993847267,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"applic",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.00477952513105149,0.0055695292849443,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"basic",0.000180962721679334,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00354370570367871,0.000164311534669734
"custom",0.000180962721679334,0.000196618167518679,0.0242018537590113,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"day",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0137614678899083,0.000174947515745277,0.00860614242321971,0.000164311534669734
"except",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00345054222806441
"fix",0.000180962721679334,0.0119937082186394,0.0533813937521456,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"four",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"know",0.00741947158885269,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.0035677879714577,0.000174947515745277,0.000168747890651367,0.000164311534669734
"loop",0.000180962721679334,0.000196618167518679,0.00532097493992448,0.00398784656285606,0.00940487203206907,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.0248110417351298
"multipl",0.000180962721679334,0.00412898151789225,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"noth",0.00199058993847267,0.00806134486826582,0.00017164435290079,0.000189897455374098,0.00169596053037311,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"reinstal",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00208887200911508,0.00169596053037311,0.000179662234998203,0.000169894665307509,0.00192442267319804,0.000168747890651367,0.000164311534669734
"request",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"restart",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.00169596053037311,0.0109593963348904,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00345054222806441
"sent",0.000180962721679334,0.0119937082186394,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"support",0.0146579804560261,0.000196618167518679,0.00188808788190869,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.0018688413183826,0.0141707487753674,0.000168747890651367,0.000164311534669734
"uninstal",0.000180962721679334,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.00192442267319804,0.000168747890651367,0.00509365757476175
"what",0.000180962721679334,0.000196618167518679,0.00360453141091658,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"worst",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.013482719331561,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"anoth",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.0109593963348904,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00509365757476175
"come",0.00922909880564604,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0018688413183826,0.000174947515745277,0.000168747890651367,0.000164311534669734
"constant",0.000180962721679334,0.000196618167518679,0.0156196361139718,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.00180742688136707
"end",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.00377290693496227,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"freez",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0229181245626312,0.00185622679716504,0.000164311534669734
"half",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.0035677879714577,0.000174947515745277,0.000168747890651367,0.000164311534669734
"high",0.000180962721679334,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.0055695292849443,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"hour",0.000180962721679334,0.000196618167518679,0.00532097493992448,0.00208887200911508,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00860614242321971,0.00180742688136707
"instal",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0124212736179146,0.000168747890651367,0.000164311534669734
"issu",0.0508505247918929,0.000196618167518679,0.0224854102300034,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00345054222806441
"log",0.000180962721679334,0.000196618167518679,0.0345005149330587,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.0170435369557881,0.00180742688136707
"low",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.00367389783065081,0.000168747890651367,0.000164311534669734
"play",0.000180962721679334,0.00412898151789225,0.0207689667009955,0.013482719331561,0.0032377428307123,0.000179662234998203,0.000169894665307509,0.031665500349895,0.000168747890651367,0.0313835031219192
"sinc",0.00560984437205935,0.00412898151789225,0.00017164435290079,0.00398784656285606,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"skip",0.000180962721679334,0.00806134486826582,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"spead",0.00199058993847267,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"speed",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0211686494051784,0.000168747890651367,0.000164311534669734
"stop",0.000180962721679334,0.000196618167518679,0.00188808788190869,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.00866462793068297,0.00192442267319804,0.000168747890651367,0.000164311534669734
"take",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.0305433682078974,0.000164311534669734
"terribl",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00588682111659703,0.00169596053037311,0.00736615163492634,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"thought",0.000180962721679334,0.000196618167518679,0.00360453141091658,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"voic",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0159202239328201,0.000168747890651367,0.000164311534669734
"want",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.0124884366327475,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.0237934525818427,0.00180742688136707
"week",0.00741947158885269,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"doesnt",0.0689467969598263,0.000196618167518679,0.00017164435290079,0.00208887200911508,0.000154178230033919,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"etc",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.00377290693496227,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"etcso",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0018688413183826,0.000174947515745277,0.000168747890651367,0.000164311534669734
"happi",0.000180962721679334,0.000196618167518679,0.00703741846893237,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"hold",0.000180962721679334,0.000196618167518679,0.00360453141091658,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"miss",0.000180962721679334,0.00216279984270547,0.00360453141091658,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.00354370570367871,0.000164311534669734
"tell",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.00632130743139069,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.0297403877752218
"ypu",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00208887200911508,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"actual",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00860614242321971,0.000164311534669734
"also",0.00741947158885269,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.0102936213297334,0.000164311534669734
"cabl",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.009684770224079,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00523118461019237,0.000164311534669734
"can",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0211686494051784,0.00185622679716504,0.000164311534669734
"glad",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.0032377428307123,0.000179662234998203,0.0035677879714577,0.000174947515745277,0.000168747890651367,0.000164311534669734
"mooch",0.000180962721679334,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"nice",0.00741947158885269,0.00609516319307904,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"access",0.0218964893231994,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"anyth",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.0248765666540068,0.000154178230033919,0.000179662234998203,0.027353041114509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"everyon",0.00380021715526602,0.0100275265434526,0.00017164435290079,0.000189897455374098,0.00169596053037311,0.000179662234998203,0.000169894665307509,0.00192442267319804,0.000168747890651367,0.000164311534669734
"hard",0.000180962721679334,0.00609516319307904,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00354370570367871,0.000164311534669734
"legal",0.00199058993847267,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"make",0.000180962721679334,0.0119937082186394,0.00017164435290079,0.00778579567033801,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.00717284814555633,0.00185622679716504,0.000164311534669734
"offic",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.00169596053037311,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"paid",0.00199058993847267,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.00866462793068297,0.00192442267319804,0.00185622679716504,0.000164311534669734
"premier",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00691866351670604,0.00180742688136707
"seen",0.000180962721679334,0.000196618167518679,0.00360453141091658,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"your",0.00199058993847267,0.0100275265434526,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.00185622679716504,0.000164311534669734
"batteri",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.00180742688136707
"chipmunk",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0124212736179146,0.000168747890651367,0.000164311534669734
"frozen",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.00197628458498024,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"glitch",0.000180962721679334,0.00216279984270547,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0018688413183826,0.000174947515745277,0.000168747890651367,0.000164311534669734
"glitchi",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.0035677879714577,0.00367389783065081,0.000168747890651367,0.000164311534669734
"intens",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.00208887200911508,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.000174947515745277,0.000168747890651367,0.000164311534669734
"like",0.000180962721679334,0.000196618167518679,0.00017164435290079,0.000189897455374098,0.000154178230033919,0.000179662234998203,0.000169894665307509,0.0684044786564031,0.000168747890651367,0.000164311534669734
